detector_id,detector_type,detector_status,detector_direction,detector_movement,location_name,atd_location_id,signal_id,created_date,modified_date,ip_comm_status,comm_status_datetime_utc,location_latitude,location_longitude,LOCATION
2072,LOOP,REMOVED,WESTBOUND,THRU / RIGHT TURN, MENCHACA RD / RAVENSCROFT DR,LOC16-004360,885,06/26/2017 12:00:00 AM,07/07/2022 11:56:00 AM +0000,,,,,POINT (-97.833305 30.157124)
1354,LOOP,INACTIVE,SOUTHBOUND,THRU / RIGHT TURN, AIRPORT BLVD / 51ST ST,LOC16-000845,170,07/13/2017 12:00:00 AM,09/23/2021 04:55:00 PM +0000,,,,,POINT (-97.71534 30.312069)
2073,LOOP,BROKEN,SOUTHBOUND,LEFT TURN, 45TH ST / W 45TH TO MOPAC SB RAMP,LOC16-004355,884,06/26/2017 12:00:00 AM,05/30/2023 04:54:00 PM +0000,,,,,POINT (-97.756348 30.321396)
1355,LOOP,INACTIVE,EASTBOUND,LEFT TURN, AIRPORT BLVD / 51ST ST,LOC16-000845,170,07/13/2017 12:00:00 AM,09/23/2021 04:56:00 PM +0000,,,,,POINT (-97.71534 30.312069)
2074,LOOP,BROKEN,SOUTHBOUND,THRU / RIGHT TURN, 45TH ST / W 45TH TO MOPAC SB RAMP,LOC16-004355,884,06/26/2017 12:00:00 AM,05/30/2023 04:55:00 PM +0000,,,,,POINT (-97.756348 30.321396)
1356,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, AIRPORT BLVD / 51ST ST,LOC16-000845,170,07/13/2017 12:00:00 AM,09/23/2021 04:56:00 PM +0000,,,,,POINT (-97.71534 30.312069)
2075,LOOP,BROKEN,EASTBOUND,LEFT TURN, 45TH ST / W 45TH TO MOPAC SB RAMP,LOC16-004355,884,06/26/2017 12:00:00 AM,05/30/2023 04:55:00 PM +0000,,,,,POINT (-97.756348 30.321396)
1357,LOOP,INACTIVE,WESTBOUND,LEFT TURN, AIRPORT BLVD / 51ST ST,LOC16-000845,170,07/13/2017 12:00:00 AM,09/23/2021 04:56:00 PM +0000,,,,,POINT (-97.71534 30.312069)
2076,LOOP,BROKEN,EASTBOUND,THRU / RIGHT TURN, 45TH ST / W 45TH TO MOPAC SB RAMP,LOC16-004355,884,06/26/2017 12:00:00 AM,05/30/2023 04:56:00 PM +0000,,,,,POINT (-97.756348 30.321396)
1358,LOOP,INACTIVE,WESTBOUND,THRU / RIGHT TURN, AIRPORT BLVD / 51ST ST,LOC16-000845,170,07/13/2017 12:00:00 AM,09/23/2021 04:57:00 PM +0000,,,,,POINT (-97.71534 30.312069)
2081,VIDEO,OK,EASTBOUND,LEFT TURN, ST ELMO RD / WOODWARD ST,LOC16-004340,881,06/26/2017 12:00:00 AM,06/15/2023 02:16:00 PM +0000,,,,,POINT (-97.747315 30.210224)
1419,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, KOENIG LN / GUADALUPE ST,LOC16-000045,10,07/06/2017 12:00:00 AM,06/07/2023 04:44:00 PM +0000,,,,,POINT (-97.723831 30.323502)
1420,LOOP,REMOVED,NORTHBOUND,LEFT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:35:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2082,VIDEO,OK,EASTBOUND,THRU ONLY, ST ELMO RD / WOODWARD ST,LOC16-004340,881,06/26/2017 12:00:00 AM,06/15/2023 02:18:00 PM +0000,,,,,POINT (-97.747315 30.210224)
2091,LOOP,OK,NORTHBOUND,LEFT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:18:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1421,LOOP,REMOVED,NORTHBOUND,THRU / RIGHT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:36:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2092,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:23:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1422,LOOP,REMOVED,SOUTHBOUND,LEFT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:37:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2093,LOOP,OK,SOUTHBOUND,LEFT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:24:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1423,LOOP,REMOVED,SOUTHBOUND,THRU / RIGHT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:39:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2094,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:24:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1424,LOOP,REMOVED,EASTBOUND,LEFT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:41:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2095,LOOP,OK,EASTBOUND,LEFT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:25:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1425,LOOP,REMOVED,EASTBOUND,THRU / RIGHT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:41:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2096,LOOP,OK,EASTBOUND,THRU / RIGHT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:26:00 PM +0000,,,,,POINT (-97.847313 30.416769)
2097,LOOP,OK,WESTBOUND,LEFT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:27:00 PM +0000,,,,,POINT (-97.847313 30.416769)
1426,LOOP,REMOVED,WESTBOUND,LEFT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:42:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2098,LOOP,OK,WESTBOUND,THRU / RIGHT TURN,FM 620 RD / WILSON PARKE AVE,LOC16-004330,879,06/26/2017 12:00:00 AM,06/13/2023 04:27:00 PM +0000,,,,,POINT (-97.847313 30.416769)
2111,LOOP,REMOVED,EASTBOUND,LEFT TURN, SLAUGHTER LN / BECKETT RD,LOC16-002500,511,06/26/2017 12:00:00 AM,12/05/2022 02:35:00 PM +0000,,,,,POINT (-97.87088 30.200909)
1427,LOOP,REMOVED,WESTBOUND,THRU / RIGHT TURN,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",LOC16-005090,4020,06/28/2017 12:00:00 AM,06/17/2019 05:42:00 PM +0000,,,,,POINT (-97.698158 30.363686)
2114,VIDEO,BROKEN,NORTHBOUND,THRU / RIGHT TURN,IH 35 SVRD / WOODWARD ST,LOC16-002480,507,06/26/2017 12:00:00 AM,06/26/2023 06:32:00 PM +0000,,,,,POINT (-97.747688 30.22349)
1436,RADAR,OK,NORTHBOUND,"LEFT TURN, RIGHT TURN, THRU / LEFT TURN", PARMER LN / LEGENDARY DR (Riata Vista Circle - East),LOC16-004985,1019,06/28/2017 12:00:00 AM,06/30/2023 07:47:00 PM +0000,,,,,POINT (-97.73172 30.434356)
1439,RADAR,OK,SOUTHBOUND,"LEFT TURN, THRU / RIGHT TURN", PARMER LN / LEGENDARY DR (Riata Vista Circle - East),LOC16-004985,1019,06/28/2017 12:00:00 AM,06/30/2023 07:48:00 PM +0000,,,,,POINT (-97.73172 30.434356)
2116,SENSYS,BROKEN,EASTBOUND,LEFT TURN, BEN WHITE BLVD SVRD / WOODWARD ST,LOC16-002465,504,06/26/2017 12:00:00 AM,06/26/2023 06:36:00 PM +0000,,,,,POINT (-97.744072 30.215725)
1441,RADAR,OK,EASTBOUND,"LEFT TURN, RIGHT TURN, THRU ONLY", PARMER LN / LEGENDARY DR (Riata Vista Circle - East),LOC16-004985,1019,06/28/2017 12:00:00 AM,06/30/2023 07:48:00 PM +0000,,,,,POINT (-97.73172 30.434356)
2117,SENSYS,BROKEN,EASTBOUND,THRU / RIGHT TURN, BEN WHITE BLVD SVRD / WOODWARD ST,LOC16-002465,504,06/26/2017 12:00:00 AM,06/26/2023 06:36:00 PM +0000,,,,,POINT (-97.744072 30.215725)
2122,LOOP,OK,NORTHBOUND,THRU ONLY,FM 620 RD / FOUR POINTS DR,LOC16-004305,874,06/26/2017 12:00:00 AM,06/06/2023 01:26:00 PM +0000,,,,,POINT (-97.852478 30.406595)
1450,LOOP,VERIFICATION NEEDED,NORTHBOUND,LEFT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/30/2023 03:03:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2123,LOOP,INACTIVE,SOUTHBOUND,LEFT TURN,FM 620 RD / FOUR POINTS DR,LOC16-004305,874,06/26/2017 12:00:00 AM,12/13/2022 07:29:00 PM +0000,,,,,POINT (-97.852478 30.406595)
1451,LOOP,VERIFICATION NEEDED,NORTHBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/30/2023 03:03:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2124,LOOP,REMOVED,SOUTHBOUND,THRU ONLY,FM 620 RD / FOUR POINTS DR,LOC16-004305,874,06/26/2017 12:00:00 AM,10/05/2022 08:07:00 PM +0000,,,,,POINT (-97.852478 30.406595)
1452,LOOP,OK,SOUTHBOUND,LEFT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/30/2023 03:03:00 PM +0000,,,,,POINT (-97.843323 30.462967)
1453,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/07/2023 03:04:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2125,LOOP,OK,WESTBOUND,LEFT TURN,FM 620 RD / FOUR POINTS DR,LOC16-004305,874,06/26/2017 12:00:00 AM,06/06/2023 01:27:00 PM +0000,,,,,POINT (-97.852478 30.406595)
2128,LOOP,VERIFICATION NEEDED,NORTHBOUND,LEFT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1454,LOOP,OK,EASTBOUND,LEFT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/07/2023 03:04:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2129,LOOP,VERIFICATION NEEDED,NORTHBOUND,THRU / RIGHT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1455,LOOP,OK,EASTBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/30/2023 03:03:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2130,LOOP,VERIFICATION NEEDED,SOUTHBOUND,LEFT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1456,LOOP,OK,WESTBOUND,LEFT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/07/2023 03:04:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2131,LOOP,VERIFICATION NEEDED,SOUTHBOUND,THRU / RIGHT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1457,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / CASHELL WOOD DR,LOC16-004975,1017,06/28/2017 12:00:00 AM,06/07/2023 03:06:00 PM +0000,,,,,POINT (-97.843323 30.462967)
2132,LOOP,VERIFICATION NEEDED,EASTBOUND,LEFT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1466,LOOP,REMOVED,NORTHBOUND,LEFT TURN, CESAR CHAVEZ ST / PEDERNALES ST,LOC16-004965,1015,06/28/2017 12:00:00 AM,08/17/2022 07:10:00 PM +0000,,,,,POINT (-97.716759 30.254398)
2133,LOOP,VERIFICATION NEEDED,EASTBOUND,THRU / RIGHT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1467,LOOP,OK,NORTHBOUND,"LEFT TURN, THRU / RIGHT TURN", CESAR CHAVEZ ST / PEDERNALES ST,LOC16-004965,1015,06/28/2017 12:00:00 AM,06/07/2023 03:00:00 PM +0000,,,,,POINT (-97.716759 30.254398)
2134,LOOP,VERIFICATION NEEDED,WESTBOUND,LEFT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:44:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1468,LOOP,OK,SOUTHBOUND,LEFT TURN, CESAR CHAVEZ ST / PEDERNALES ST,LOC16-004965,1015,06/28/2017 12:00:00 AM,06/07/2023 03:00:00 PM +0000,,,,,POINT (-97.716759 30.254398)
2135,LOOP,VERIFICATION NEEDED,WESTBOUND,THRU / RIGHT TURN,FM 620 RD / 2222 RD,LOC16-004300,873,06/26/2017 12:00:00 AM,06/22/2023 06:45:00 PM +0000,,,,,POINT (-97.854065 30.403692)
1469,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN, CESAR CHAVEZ ST / PEDERNALES ST,LOC16-004965,1015,06/28/2017 12:00:00 AM,06/07/2023 03:00:00 PM +0000,,,,,POINT (-97.716759 30.254398)
2147,LOOP,OK,EASTBOUND,THRU ONLY, BURLESON RD / SMITH SCHOOL RD,LOC16-002445,499,06/26/2017 12:00:00 AM,06/30/2023 02:22:00 PM +0000,,,,,POINT (-97.709137 30.201206)
1479,LOOP,OK,NORTHBOUND,LEFT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:54:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2148,LOOP,OK,WESTBOUND,LEFT TURN, BURLESON RD / SMITH SCHOOL RD,LOC16-002445,499,06/26/2017 12:00:00 AM,06/30/2023 02:22:00 PM +0000,,,,,POINT (-97.709137 30.201206)
1480,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:55:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2157,LOOP,REMOVED,EASTBOUND,THRU / RIGHT TURN, BASTROP HWY / VARGAS RD,LOC16-002440,498,06/26/2017 12:00:00 AM,12/17/2019 12:58:00 PM +0000,,,,,POINT (-97.688217 30.239801)
1481,LOOP,OK,SOUTHBOUND,LEFT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:55:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2161,LOOP,OK,SOUTHBOUND,LEFT TURN,FM 2222 RD / LAKEWOOD DR,LOC16-004285,870,06/26/2017 12:00:00 AM,06/30/2023 02:28:00 PM +0000,,,,,POINT (-97.787727 30.358913)
1482,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:55:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2162,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN,FM 2222 RD / LAKEWOOD DR,LOC16-004285,870,06/26/2017 12:00:00 AM,06/30/2023 02:28:00 PM +0000,,,,,POINT (-97.787727 30.358913)
1483,LOOP,OK,WESTBOUND,LEFT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:55:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2163,LOOP,OK,WESTBOUND,LEFT TURN,FM 2222 RD / LAKEWOOD DR,LOC16-004285,870,06/26/2017 12:00:00 AM,06/30/2023 02:28:00 PM +0000,,,,,POINT (-97.787727 30.358913)
1484,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, BEN WHITE BLVD / RIVERSIDE DR,LOC16-004950,1012,06/28/2017 12:00:00 AM,06/07/2023 02:55:00 PM +0000,,,,,POINT (-97.69058 30.21806)
2164,LOOP,OK,WESTBOUND,THRU / RIGHT TURN,FM 2222 RD / LAKEWOOD DR,LOC16-004285,870,06/26/2017 12:00:00 AM,06/30/2023 02:28:00 PM +0000,,,,,POINT (-97.787727 30.358913)
1486,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, 1ST ST / TAFT LN,LOC16-004945,1011,06/28/2017 12:00:00 AM,06/21/2023 09:34:00 PM +0000,,,,,POINT (-97.800713 30.163284)
1488,VIDEO,OK,SOUTHBOUND,THRU ONLY, 1ST ST / TAFT LN,LOC16-004945,1011,06/28/2017 12:00:00 AM,06/21/2023 09:34:00 PM +0000,,,,,POINT (-97.800713 30.163284)
2165,LOOP,OK,EASTBOUND,THRU / RIGHT TURN, PARKFIELD DR / KRAMER LN,LOC16-002430,495,06/26/2017 12:00:00 AM,06/30/2023 02:14:00 PM +0000,,,,,POINT (-97.697899 30.382713)
1489,LOOP,OK,WESTBOUND,LEFT TURN, 1ST ST / TAFT LN,LOC16-004945,1011,06/28/2017 12:00:00 AM,06/21/2023 09:34:00 PM +0000,,,,,POINT (-97.800713 30.163284)
2166,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, PARKFIELD DR / KRAMER LN,LOC16-002430,495,06/26/2017 12:00:00 AM,09/20/2023 11:06:00 AM +0000,,,,,POINT (-97.697899 30.382713)
1490,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, 1ST ST / TAFT LN,LOC16-004945,1011,06/28/2017 12:00:00 AM,06/21/2023 09:35:00 PM +0000,,,,,POINT (-97.800713 30.163284)
2169,LOOP,OK,WESTBOUND,LEFT TURN, RUNDBERG LN / COLLINFIELD DR,LOC16-002415,492,06/26/2017 12:00:00 AM,06/27/2023 03:37:00 PM +0000,,,,,POINT (-97.701653 30.365328)
1494,LOOP,OK,NORTHBOUND,LEFT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:00:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2170,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, RUNDBERG LN / COLLINFIELD DR,LOC16-002415,492,06/26/2017 12:00:00 AM,06/27/2023 03:37:00 PM +0000,,,,,POINT (-97.701653 30.365328)
1495,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:05:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2171,LOOP,OK,EASTBOUND,LEFT TURN, RUNDBERG LN / COLLINFIELD DR,LOC16-002415,492,06/26/2017 12:00:00 AM,06/27/2023 03:37:00 PM +0000,,,,,POINT (-97.701653 30.365328)
2172,LOOP,OK,EASTBOUND,THRU / RIGHT TURN, RUNDBERG LN / COLLINFIELD DR,LOC16-002415,492,06/26/2017 12:00:00 AM,06/27/2023 03:37:00 PM +0000,,,,,POINT (-97.701653 30.365328)
1496,VIDEO,OK,SOUTHBOUND,LEFT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:05:00 PM +0000,,,,,POINT (-97.786667 30.240471)
1497,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:05:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2173,LOOP,REMOVED,WESTBOUND,LEFT TURN, RUNDBERG LN / GEORGIAN DR,LOC16-002410,491,06/26/2017 12:00:00 AM,09/06/2023 11:46:00 AM +0000,,,,,POINT (-97.693405 30.36083)
1498,LOOP,REMOVED,EASTBOUND,LEFT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/15/2021 08:31:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2174,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN, RUNDBERG LN / GEORGIAN DR,LOC16-002410,491,06/26/2017 12:00:00 AM,08/28/2023 06:50:00 PM +0000,,,,,POINT (-97.693405 30.36083)
1499,LOOP,REMOVED,EASTBOUND,THRU / RIGHT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/30/2022 02:46:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2175,LOOP,REMOVED,NORTHBOUND,RIGHT TURN, RUNDBERG LN / GEORGIAN DR,LOC16-002410,491,06/26/2017 12:00:00 AM,08/31/2023 05:08:00 PM +0000,,,,,POINT (-97.693405 30.36083)
1500,LOOP,OK,WESTBOUND,LEFT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:05:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2176,LOOP,REMOVED,WESTBOUND,THRU / RIGHT TURN, MANOR RD / LOYOLA LN,LOC16-002405,490,06/26/2017 12:00:00 AM,10/14/2019 05:35:00 PM +0000,,,,,POINT (-97.667152 30.310062)
1501,LOOP,OK,WESTBOUND,THRU / RIGHT TURN,3201 BLK S LAMAR BLVD (BROKEN SPOKE),LOC16-004930,1008,06/28/2017 12:00:00 AM,06/07/2023 02:05:00 PM +0000,,,,,POINT (-97.786667 30.240471)
2177,LOOP,REMOVED,EASTBOUND,THRU / RIGHT TURN, MANOR RD / LOYOLA LN,LOC16-002405,490,06/26/2017 12:00:00 AM,10/14/2019 05:35:00 PM +0000,,,,,POINT (-97.667152 30.310062)
1502,LOOP,OK,NORTHBOUND,"LEFT TURN, RIGHT TURN", WELLS BRANCH PKWY / TUDOR HOUSE RD,LOC16-004925,1007,06/28/2017 12:00:00 AM,06/14/2023 11:27:00 AM +0000,,,,,POINT (-97.64122 30.429041)
1503,LOOP,OK,NORTHBOUND,LEFT TURN, WELLS BRANCH PKWY / TUDOR HOUSE RD,LOC16-004925,1007,06/28/2017 12:00:00 AM,08/31/2023 03:01:00 PM +0000,,,,,POINT (-97.64122 30.429041)
1504,VIDEO,OK,WESTBOUND,THRU ONLY, WELLS BRANCH PKWY / TUDOR HOUSE RD,LOC16-004925,1007,06/28/2017 12:00:00 AM,06/07/2023 08:16:00 PM +0000,,,,,POINT (-97.64122 30.429041)
1505,LOOP,OK,WESTBOUND,LEFT TURN, WELLS BRANCH PKWY / TUDOR HOUSE RD,LOC16-004925,1007,06/28/2017 12:00:00 AM,06/09/2023 03:24:00 PM +0000,,,,,POINT (-97.64122 30.429041)
1506,LOOP,INACTIVE,NORTHBOUND,LEFT TURN, 51ST ST / MUELLER BLVD,LOC16-004920,1006,06/28/2017 12:00:00 AM,03/17/2022 10:50:00 PM +0000,,,,,POINT (-97.702835 30.305779)
1507,LOOP,INACTIVE,NORTHBOUND,THRU / RIGHT TURN, 51ST ST / MUELLER BLVD,LOC16-004920,1006,06/28/2017 12:00:00 AM,03/17/2022 10:50:00 PM +0000,,,,,POINT (-97.702835 30.305779)
1509,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, 51ST ST / MUELLER BLVD,LOC16-004920,1006,06/28/2017 12:00:00 AM,12/29/2022 12:44:00 PM +0000,,,,,POINT (-97.702835 30.305779)
1510,LOOP,INACTIVE,WESTBOUND,LEFT TURN, 51ST ST / MUELLER BLVD,LOC16-004920,1006,06/28/2017 12:00:00 AM,12/29/2022 12:45:00 PM +0000,,,,,POINT (-97.702835 30.305779)
1511,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, 51ST ST / MUELLER BLVD,LOC16-004920,1006,06/28/2017 12:00:00 AM,06/07/2023 01:03:00 PM +0000,,,,,POINT (-97.702835 30.305779)
1536,LOOP,REMOVED,SOUTHBOUND,LEFT TURN, ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:13:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1537,LOOP,REMOVED,SOUTHBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:14:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1538,LOOP,REMOVED,EASTBOUND,LEFT TURN, ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:15:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1539,LOOP,REMOVED,EASTBOUND,"SETBACK, THRU / RIGHT TURN", ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:15:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1540,LOOP,REMOVED,WESTBOUND,LEFT TURN, ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:16:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1541,LOOP,REMOVED,WESTBOUND,THRU / RIGHT TURN, ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR),LOC16-004885,999,06/28/2017 12:00:00 AM,01/04/2022 08:16:00 PM +0000,,,,,POINT (-97.804016 30.447165)
1542,LOOP,OK,NORTHBOUND,LEFT TURN, HUNTERS CHASE DR / POND SPRINGS RD,LOC16-004880,998,06/28/2017 12:00:00 AM,06/29/2023 12:58:00 PM +0000,,,,,POINT (-97.773415 30.441448)
1543,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, HUNTERS CHASE DR / POND SPRINGS RD,LOC16-004880,998,06/28/2017 12:00:00 AM,06/29/2023 12:59:00 PM +0000,,,,,POINT (-97.773415 30.441448)
1544,LOOP,OK,SOUTHBOUND,LEFT TURN, HUNTERS CHASE DR / POND SPRINGS RD,LOC16-004880,998,06/28/2017 12:00:00 AM,06/29/2023 01:00:00 PM +0000,,,,,POINT (-97.773415 30.441448)
